Datetime,ABS_640,ABS_520,ABS_365,AAE,Scat_700,Scat_550,Scat_450,BS_700,BS_550,BS_450,SAE,SSA_700,SSA_550,SSA_450
'03-Jul-2022 06:00:00',0.70379465,0.823810406,1.186048341,0.924816247,13.04364267,20.0866454,26.17163774,1.750691423,2.195534867,2.73400169,1.602967263,0.951258082,0.961522885,0.963710188
'03-Jul-2022 06:10:00',0.711103487,0.84655157,1.312345399,1.091764412,14.98441854,22.28647523,27.47159552,2.3087927,2.44901825,2.871297,1.364755659,0.958266463,0.964927488,0.962949285
'03-Jul-2022 06:20:00',0.50553478,0.597970993,0.857491002,0.939459524,9.171517484,13.58018085,18.82714297,1.31724707,1.580607227,3.165819867,1.6304652,0.951468687,0.959889417,0.964076045
'03-Jul-2022 06:30:00',0.460028728,0.540627305,0.731003124,0.826837275,9.510995807,13.49045622,18.1908674,1.510599933,1.548508053,1.885430083,1.468980596,0.95687424,0.96314086,0.967307267
'03-Jul-2022 06:40:00',0.433909071,0.511564671,0.675499271,0.78657266,8.60080522,13.48489765,17.3248338,1.19861305,1.417880853,3.182230533,1.597075711,0.954791824,0.964921256,0.967925222
'03-Jul-2022 06:50:00',0.420565082,0.500190568,0.661664421,0.805377549,9.017202072,13.01186648,16.97646428,1.11088065,1.414652893,2.846583067,1.433636853,0.958386261,0.964419062,0.968094307
'03-Jul-2022 07:00:00',0.449634416,0.535231761,0.746432387,0.909173391,8.466881202,13.64687544,17.96806222,1.313204303,1.39408831,2.953122417,1.713283857,0.953607861,0.964202327,0.966454774
'03-Jul-2022 07:10:00',0.461930042,0.554392939,0.832075306,1.066064813,8.976368141,12.67760857,17.71857602,1.37348377,1.214824867,2.625525367,1.556061214,0.953843925,0.960325683,0.963773084
'03-Jul-2022 07:20:00',0.433369027,0.516110031,0.748595093,0.980780313,9.64948177,13.22825004,16.85328641,1.656887421,1.43171036,2.983108333,1.256779854,0.960295065,0.964436707,0.965197123
'03-Jul-2022 07:30:00',0.411021966,0.497570287,0.719033768,0.989170432,8.595948659,12.85372628,17.16490006,1.641989583,1.3422935,2.4305625,1.573759129,0.958111123,0.964642025,0.967213831
'03-Jul-2022 07:40:00',0.449877503,0.53394187,0.705138985,0.800768574,8.489431316,12.2817053,16.40557494,1.033028,1.247193333,3.083583167,1.501696215,0.952619482,0.960100983,0.964815799
'03-Jul-2022 07:50:00',0.391839543,0.462202251,0.634097925,0.857770788,8.324219974,11.92926842,16.33014959,1.618465167,1.2026555,2.214974833,1.529463239,0.958022781,0.96440656,0.96863354
'03-Jul-2022 08:00:00',0.386653973,0.454817619,0.628293195,0.870836728,8.067309073,12.39779805,15.19594003,1.6305835,1.154848083,1.46205,1.441245484,0.957404858,0.966239182,0.966442233
'03-Jul-2022 08:10:00',0.360865274,0.430793293,0.592084483,0.874499091,7.720347255,11.85242981,14.32509764,0.871987583,1.207120083,1.059530972,1.440355401,0.956774199,0.966647757,0.966810735
'03-Jul-2022 08:20:00',0.402538513,0.478116409,0.64993321,0.838728268,7.384631593,11.78088356,14.99901703,1.39300925,1.368089583,3.4547825,1.614783954,0.951922673,0.962730198,0.965089202
'03-Jul-2022 08:30:00',0.379721227,0.442365905,0.607939654,0.858890119,6.906899844,10.63353588,15.06598777,0.965734333,1.23436275,2.026308,1.773716467,0.951391304,0.962180496,0.967296771
'03-Jul-2022 08:40:00',0.501157984,0.583664005,0.775247809,0.778649397,7.472984673,11.12444691,15.22734366,1.375802417,1.444034333,2.673111833,1.61299477,0.940961411,0.952029039,0.958474335
'03-Jul-2022 08:50:00',0.31991551,0.379093533,0.500848469,0.786648265,6.128977812,10.12326969,13.64053671,1.160218417,1.262790667,2.6931375,1.818151103,0.953986678,0.965365441,0.969686725
'03-Jul-2022 09:00:00',0.389249345,0.45333299,0.600763411,0.768759898,5.946866185,10.00879445,12.64439793,0.68176225,1.107582167,2.743765313,1.720632561,0.942577547,0.95821561,0.961205468
'03-Jul-2022 09:10:00',0.449847982,0.526660281,0.685179426,0.743222481,7.403662077,10.99838134,14.22660158,1.170350083,1.234462917,2.242775938,1.485440478,0.946256931,0.956092434,0.960465255
'03-Jul-2022 09:20:00',0.426063781,0.502274085,0.670458613,0.811307602,6.643664425,10.28263942,13.37394551,1.196674167,1.35818275,3.3958375,1.603364255,0.943599585,0.955639825,0.95934174
'03-Jul-2022 09:30:00',0.395749143,0.461420082,0.602587474,0.74355086,6.810354976,9.592263474,12.74982419,1.31714325,1.150298667,2.522909028,1.433222277,0.94768769,0.95582115,0.961158084
'03-Jul-2022 09:40:00',0.406659844,0.473788523,0.617099066,0.741383184,6.07899249,9.108581618,12.81917114,1.312713083,1.131049,3.297829688,1.698053506,0.940379908,0.95251073,0.960297005
'03-Jul-2022 09:50:00',0.408527303,0.4748379,0.612888494,0.71411701,6.642977489,9.969559485,12.36021602,1.240730667,1.238273583,2.504171167,1.445256787,0.944189764,0.956285618,0.959110145
'03-Jul-2022 10:00:00',0.456488466,0.525353473,0.690333971,0.72337947,6.52572939,9.543292409,13.15364034,1.554101667,1.213040417,4.510126667,1.590135933,0.938633679,0.949971642,0.957007585
'03-Jul-2022 10:10:00',0.445132802,0.522903088,0.667908644,0.711601858,5.969292126,9.645412449,12.6763609,1.281555,1.080831,2.092755083,1.766945715,0.932148027,0.950237696,0.956854473
'03-Jul-2022 10:20:00',0.433203151,0.508797326,0.677533923,0.790751372,5.752731518,8.921569001,11.88404041,0.933610333,1.02761425,2.598047222,1.666048954,0.933414745,0.947534319,0.953996968
'03-Jul-2022 10:30:00',0.500876097,0.589712966,0.80898825,0.856066169,5.834805742,9.377370757,13.23838066,1.1528575,1.310500667,2.070716667,1.870688108,0.925392613,0.943065506,0.951458667
'03-Jul-2022 10:40:00',0.486863191,0.572347579,0.752113768,0.771422,5.584224364,8.916418041,12.14780378,1.239090833,1.170033833,2.31788125,1.765444535,0.92431204,0.942021493,0.949601298
'03-Jul-2022 10:50:00',0.465001615,0.550030332,0.72752619,0.794834642,5.268880105,8.943325806,12.116413,0.941998583,1.10403375,1.713745167,1.918966965,0.922738614,0.944381261,0.95158998
'03-Jul-2022 11:00:00',0.757768426,0.894498257,1.232772463,0.865678188,7.097163479,10.40226902,13.99913724,1.150869083,1.322426583,3.424951458,1.540642469,0.910180152,0.924349704,0.931361343
'03-Jul-2022 11:10:00',0.943472207,1.138975908,1.582375703,0.918477872,7.61795108,11.69120999,14.28190207,1.626362583,1.406137167,2.094860333,1.441480579,0.89743167,0.915179728,0.916331056
'03-Jul-2022 11:20:00',1.127438762,1.343528956,1.880060109,0.916290296,7.022527331,11.02796523,14.97515753,1.332999417,1.317561917,3.1393375,1.754277244,0.867739325,0.89564308,0.906248159
'03-Jul-2022 11:30:00',0.942186386,1.13872543,1.581410509,0.920207775,7.098576006,10.88455514,14.76686067,0.983904167,1.04792425,3.171196667,1.674273508,0.889157262,0.909401904,0.919155987
'03-Jul-2022 11:40:00',0.784796066,0.931808247,1.271655221,0.858637831,7.055692678,10.90141403,14.34399003,1.24177475,1.333538583,2.8137975,1.625558365,0.906352429,0.924774681,0.930807344
'03-Jul-2022 11:50:00',0.789384239,0.940224596,1.295808391,0.883771045,7.324811253,11.40427906,14.55085234,1.473118667,1.443400583,4.130679167,1.565751734,0.908258612,0.926722263,0.930949756
'03-Jul-2022 12:00:00',0.780030288,0.918800604,1.263666814,0.872844556,7.332057545,11.59065068,14.09459608,1.410396917,1.422056917,2.38273375,1.513101018,0.907788144,0.929713297,0.930220742
'03-Jul-2022 12:10:00',0.499867778,0.601924622,0.852036755,0.958663492,8.157601279,11.04590824,14.4532111,1.529848,1.38163375,2.989842639,1.295078272,0.946269496,0.950364145,0.953917183
'03-Jul-2022 12:20:00',0.461356544,0.549173885,0.776590266,0.941499673,6.917079408,10.02516631,13.75158126,1.31921725,1.164746167,2.72738,1.587325946,0.940200309,0.949807103,0.95528312
'03-Jul-2022 12:30:00',0.527086683,0.631629336,0.912285321,0.983698321,7.585829584,10.67043622,13.92781391,1.382662833,1.291376417,1.709578667,1.378760732,0.939880381,0.94673937,0.949314298
'03-Jul-2022 12:40:00',0.525540118,0.624788376,0.877622619,0.922318334,6.962379129,10.72979199,14.13258847,0.846728667,1.31416325,1.916204688,1.611536432,0.934929169,0.94752135,0.951313784
'03-Jul-2022 12:50:00',13.06785359,16.05092732,17.92195902,0.76761195,8.679121684,14.28745263,20.30733232,1.916299,2.947442833,6.418201667,1.834534862,0.626685364,0.670539342,0.706486243
'03-Jul-2022 13:00:00',48.78755729,54.94113372,68.81457087,0.690091182,13.35254517,21.71366916,32.9274458,3.777563917,6.43481875,11.22582167,2.026363221,0.244374046,0.295150072,0.351438796
'03-Jul-2022 13:10:00',13.23910709,16.64263852,25.34326845,1.133501303,7.348723249,11.60931191,15.59441682,1.653341417,1.812202833,3.11394375,1.718777236,0.448537317,0.496724604,0.508514722
'03-Jul-2022 13:20:00',12.26908112,15.29839868,22.93691777,1.118363336,8.402443739,12.60771348,17.3547999,1.269328917,1.934537167,2.032469792,1.692631838,0.465896798,0.506197044,0.527928695
'03-Jul-2022 13:30:00',11.63638358,14.49810877,21.62297592,1.104062776,7.584359832,12.82168792,18.08290053,1.111566833,1.960790417,4.838218917,2.01275959,0.42233271,0.490602474,0.521368199
'03-Jul-2022 13:40:00',14.6964165,17.88800242,25.43996218,1.070037164,7.624409686,12.69359366,18.22821387,1.4961285,2.2073225,5.39472125,1.978188011,0.438551517,0.501785152,0.521305441
'03-Jul-2022 13:50:00',10.33149083,12.30678279,14.20279159,0.814272891,8.691139064,14.23499311,19.51000192,2.29704975,2.737913583,5.638135,1.79206467,0.715653427,0.75276529,0.779036988
'03-Jul-2022 14:00:00',1.811210821,2.235626561,3.172839624,0.956806683,6.70818145,10.32769115,14.71338216,1.363169917,1.499871333,1.60094,1.787249941,0.805234638,0.837533768,0.857949089
'03-Jul-2022 14:10:00',1.596054452,1.967865302,2.762775268,0.967036326,7.319954079,10.93892726,15.8682102,1.653123583,1.430359667,4.4007515,1.761557601,0.832979663,0.854393853,0.875843995
'03-Jul-2022 14:20:00',1.371206864,1.699968745,2.401244956,0.997383852,7.556303304,11.78548654,16.17753671,1.364096167,1.585643917,3.825200917,1.73854637,0.856553643,0.879689062,0.892427678
'03-Jul-2022 14:30:00',1.314581555,1.587790883,2.096348354,0.809859743,7.673398356,11.62309391,14.1661248,11.284314,10.96334658,10.02638833,1.395704388,0.86484654,0.889791152,0.902386717
'03-Jul-2022 14:40:00',11.99022636,20.10056955,35.49987322,1.751654569,53.63492187,67.55186761,75.84624615,9.679409,9.3500195,13.25973729,0.94793267,0.837609769,0.801264721,0.776418681
'03-Jul-2022 14:50:00',1.516527049,1.929567417,2.959305562,1.192715193,8.133347411,12.58027463,16.43531997,0.973022833,1.80449075,4.932558083,1.612133868,0.855660429,0.87459756,0.877098918
'03-Jul-2022 15:00:00',1.400874942,1.765519052,2.656012092,1.140842509,8.243664817,11.62914923,15.82840486,1.460880833,1.55977575,3.083985,1.474301638,0.86652665,0.874417489,0.882827082
'03-Jul-2022 15:10:00',1.402249667,1.730818289,2.560924032,1.075339785,7.677677355,11.71642777,16.32922575,1.1484565,1.7652115,3.345941917,1.72720725,0.855262636,0.87705145,0.888762168
'03-Jul-2022 15:20:00',1.175823739,1.468145462,2.192090414,1.111678774,6.764447076,10.82181514,15.96858282,1.2306715,1.4149655,5.369716667,1.966077109,0.861898847,0.885940364,0.901864039
'03-Jul-2022 15:30:00',1.179934315,1.465236038,2.173364302,1.090564114,7.69407771,10.73255416,15.31581064,1.5157445,1.788072417,5.118082292,1.579815646,0.875790572,0.886104002,0.898517427
'03-Jul-2022 15:40:00',1.132627277,1.405091097,2.076605734,1.081538232,7.003473973,11.6234855,13.9862117,0.82662575,1.561228833,2.238597917,1.589126391,0.871050137,0.89685892,0.894030607
'03-Jul-2022 15:50:00',1.050499523,1.30961603,1.937569096,1.091890309,8.721977651,11.41886481,14.40663121,1.45208025,1.583268583,2.792836111,1.150750216,0.900225293,0.902593319,0.903100085
'03-Jul-2022 16:00:00',1.007507543,1.253740659,1.864718227,1.097382924,8.295910204,11.42628617,15.20131707,1.766470833,1.560015833,2.505123125,1.384550664,0.899749258,0.906466631,0.911064899
'03-Jul-2022 16:10:00',0.984537265,1.208788692,1.714023614,0.987387415,8.462941943,11.64476185,15.05181521,1.72733625,1.678367167,4.887238889,1.309514845,0.903601186,0.910562549,0.915398854
'03-Jul-2022 16:20:00',0.899535336,1.103891416,1.576972047,1.001346492,7.880924918,10.77418224,15.07545478,1.156603583,1.398902833,2.576250833,1.495124608,0.902317261,0.910831428,0.921653425
'03-Jul-2022 16:30:00',0.811591176,0.999124172,1.43056966,1.007506054,7.176962621,10.5904609,13.74119199,1.280487583,1.186644583,2.51708375,1.487359561,0.904904361,0.918078638,0.92206938
'03-Jul-2022 16:40:00',0.879509693,1.090656961,1.589031991,1.054086728,7.915298564,11.82860542,13.79115421,1.536127083,1.486956833,2.9249115,1.270138748,0.907778792,0.919899125,0.915026862
'03-Jul-2022 16:50:00',0.828589315,1.024188561,1.4837267,1.036701296,7.312539358,11.12611455,14.47881073,1.600978583,1.537224167,2.414239167,1.553345591,0.90634865,0.920008152,0.923726806
'03-Jul-2022 17:00:00',0.821112605,1.00923775,1.455897266,1.021309467,7.007369742,10.39897504,14.87578038,0.927702083,1.4333095,3.812290833,1.709825669,0.902727295,0.915947794,0.926714728
'03-Jul-2022 17:10:00',0.899403009,1.105174625,1.597483809,1.024620626,6.670876632,10.21068336,15.05957274,1.094847,1.456225583,3.074976667,1.857600863,0.889411156,0.907070015,0.921144476
'03-Jul-2022 17:20:00',0.828272027,1.024366898,1.495535098,1.055855593,7.835060574,11.33167545,15.20357905,1.805862396,1.313117833,3.083896042,1.516242048,0.910808415,0.921430921,0.927016977
'03-Jul-2022 17:30:00',0.789995373,0.972997686,1.44142129,1.077526654,7.305697411,11.09460371,12.94494698,0.958573167,1.478030167,0.62225,1.306750597,0.910364564,0.923840082,0.91785239
'03-Jul-2022 17:40:00',1.366327787,1.658122743,2.308887344,0.936969981,7.271827191,11.28639597,13.23259323,1.353369417,1.431670833,2.324456917,1.377752608,0.852179281,0.878024899,0.874696098
'03-Jul-2022 17:50:00',0.996281236,1.225502329,1.784969276,1.042491395,7.0469126,10.29018144,14.1726566,0.983873917,1.388762333,3.317773333,1.59191826,0.885409604,0.899051052,0.908104491
'03-Jul-2022 18:00:00',1.46215187,1.785693009,2.546430438,1.000423178,6.836164798,10.58191697,14.4647678,1.10079825,1.603500583,2.684915,1.707916531,0.838603801,0.863472913,0.876971178
'03-Jul-2022 18:10:00',1.501438123,1.842767578,2.653207953,1.028667387,7.104918721,11.16939026,14.76945622,1.267745417,1.45562025,3.64495275,1.665942872,0.841079076,0.866914573,0.875263837
'03-Jul-2022 18:20:00',1.133049182,1.393080562,2.052640298,1.062978418,7.536049342,11.62682512,13.55556591,1.626548667,1.693734333,2.245995833,1.351057214,0.878612986,0.897537328,0.891925792
'03-Jul-2022 18:30:00',1.196271247,1.468941653,2.22665129,1.11004573,8.723539611,11.8357116,15.69399914,1.328856917,1.413743667,2.585115167,1.342860824,0.887712652,0.894523614,0.898586477
'03-Jul-2022 18:40:00',1.147641835,1.424480834,2.247910101,1.206255171,8.734220795,13.57748275,15.46732859,1.130754833,1.791359,2.520274861,1.319365751,0.89386297,0.910342566,0.898299916
'03-Jul-2022 18:50:00',1.87533041,2.266710084,3.211820333,0.992130954,8.946239552,12.13472146,15.11953325,1.514253917,1.606660833,2.71506375,1.197884662,0.837149688,0.848572341,0.852303227
'03-Jul-2022 19:00:00',1.158924298,1.39993785,2.030278331,1.024806001,7.378147047,10.54282224,14.26754052,1.012759375,1.296410667,3.396384028,1.513425792,0.877380006,0.890497381,0.898814362
'03-Jul-2022 19:10:00',0.707780612,0.875126775,1.323691296,1.1213845,6.798080339,9.734429857,13.2891785,1.082524,1.291221667,1.873679167,1.518310838,0.91379323,0.922056909,0.926806366
'03-Jul-2022 19:20:00',0.901098443,1.109396441,1.652480012,1.084176244,7.50293101,11.62171282,14.31110181,1.45163575,1.433838583,2.013373889,1.470648335,0.901848904,0.917425696,0.915711236
'03-Jul-2022 19:30:00',1.244734793,1.523479571,2.315689971,1.113095955,9.326711189,12.67994464,16.98534094,1.771084167,1.670714917,2.778400167,1.354335093,0.891933268,0.898549904,0.902360723
'03-Jul-2022 19:40:00',1.400396084,1.704619987,2.506190839,1.045739761,8.66462101,12.53352763,16.4434927,1.672961917,1.54895425,3.537722222,1.453011713,0.871973584,0.886327255,0.890707553
'03-Jul-2022 19:50:00',1.618966356,1.981375511,2.857776375,1.014325773,8.37171221,13.17002597,15.80236002,1.591109167,1.666632917,4.181947917,1.447876814,0.849756361,0.875214066,0.8717757
'03-Jul-2022 20:00:00',1.715746187,2.096881164,3.071912233,1.042419492,8.64788002,13.61190728,18.94256707,1.485898917,1.799681833,3.134939917,1.782876078,0.845620991,0.872962008,0.884051468
'03-Jul-2022 20:10:00',1.082592386,1.3171751,1.933929296,1.038077339,9.084337973,12.8772021,16.35472832,1.537500417,1.519375417,1.987644792,1.350096073,0.90181478,0.912066998,0.913337277
'03-Jul-2022 20:20:00',1.416917744,1.715078765,2.432536722,0.966797238,8.291452444,12.51861024,17.46534602,1.74083525,1.524557083,4.232960417,1.697008784,0.864380957,0.885331467,0.897428706
'03-Jul-2022 20:30:00',1.654371253,2.000357323,2.810536003,0.950268474,8.222547318,13.73070244,18.76113087,1.30845425,1.820251917,3.562645833,1.879676863,0.844417766,0.879231863,0.891267363
'03-Jul-2022 20:40:00',1.764606133,2.119968669,2.967237958,0.929551219,10.11834314,14.15104559,18.97100695,1.988127833,1.594514,1.914282292,1.423414841,0.861425474,0.875512254,0.886077824
'03-Jul-2022 20:50:00',1.427128619,1.731317451,2.482620948,0.989271376,10.2895498,15.21067941,19.53600069,1.764308333,1.699188583,2.776810333,1.462305795,0.886617029,0.902772741,0.90610825
'03-Jul-2022 21:00:00',1.214019437,1.479688822,2.176806655,1.045685266,10.16316307,15.64240942,20.77470824,1.94755875,2.056102917,2.031580104,1.624556137,0.901855428,0.91803794,0.92215278
'03-Jul-2022 21:10:00',1.054381973,1.297831323,1.939448625,1.090152237,10.1355828,15.83990846,21.80679399,1.592187583,2.037510333,4.342466167,1.739841429,0.913562467,0.928392514,0.933894981
'03-Jul-2022 21:20:00',0.876601818,1.072110281,1.559938652,1.029930859,9.002187596,14.52318288,20.70589243,1.407215917,1.845935167,4.159503167,1.894398426,0.918130495,0.934828102,0.942755441
'03-Jul-2022 21:30:00',1.004997417,1.222012648,1.804418044,1.050638948,10.5143052,16.36630015,21.91762152,1.8422555,1.954028917,2.745061667,1.690343297,0.919114366,0.934218695,0.938018542
'03-Jul-2022 21:40:00',1.08471422,1.329400272,1.972228849,1.069643545,10.63140054,17.44010666,24.28165281,1.833978083,2.033055417,4.9136735,1.878675058,0.914743874,0.932833408,0.938903807
'03-Jul-2022 21:50:00',1.286259142,1.615463482,2.543580394,1.215393888,15.05153539,23.91478947,32.38209533,2.7586375,3.323665833,4.2364925,1.738566615,0.928698344,0.940659317,0.942645353
'03-Jul-2022 22:00:00',1.851629575,2.285544308,3.445551888,1.12987938,14.0299959,22.90587297,31.99248988,2.498635583,2.965083333,6.745569063,1.870860297,0.893687516,0.914806355,0.921792725
'03-Jul-2022 22:10:00',1.888540498,2.303458041,3.441818298,1.078492604,14.06022342,23.57791081,30.39799544,2.196956333,2.76136,2.470834917,1.758689611,0.89151297,0.916076979,0.91721172
'03-Jul-2022 22:20:00',1.303831942,1.595187188,2.468707627,1.143124148,15.8133192,24.84679128,34.45180409,2.956983,3.223905833,3.335429167,1.760355359,0.929614257,0.942163746,0.945726827
'03-Jul-2022 22:30:00',1.751399726,2.23630755,3.674075191,1.300873996,23.50539663,39.65143137,57.43115564,4.692395833,5.786266667,7.236388333,1.999962942,0.9373631,0.949851791,0.953403748
'03-Jul-2022 22:40:00',2.036129229,2.602760221,4.279940621,1.328650729,26.74876698,46.47818742,66.57659625,5.451808333,7.095258333,10.83167058,2.055467452,0.936348035,0.950170453,0.953030179
'03-Jul-2022 22:50:00',1.709751309,2.133900635,3.390424609,1.211747105,21.06431112,35.43264482,49.72251369,4.04653575,4.686405833,8.716853333,1.933221589,0.931354911,0.946324274,0.949218923
'03-Jul-2022 23:00:00',1.26676578,1.552465711,2.366302125,1.120991373,14.54449536,23.3627261,32.53143765,2.391124917,2.843830667,4.359383833,1.826018455,0.926926361,0.941245903,0.94553482
'03-Jul-2022 23:10:00',1.544707784,1.913168742,2.950930588,1.160623906,17.51079042,28.94067505,40.50572637,3.1550075,3.372431667,5.964413333,1.900854422,0.92604019,0.941457274,0.945599775
'03-Jul-2022 23:20:00',1.546474194,1.917243443,2.955432905,1.160447346,18.30775116,28.36417499,39.74458935,3.373851667,3.593383333,5.488032583,1.757021587,0.929079934,0.940356358,0.944812672
'03-Jul-2022 23:30:00',1.721113928,2.144698356,3.334847088,1.182828776,18.91985043,30.6843617,44.54073749,3.237231777,4.167010645,5.647977636,1.940986365,0.923444597,0.937977344,0.944272211
'03-Jul-2022 23:40:00',1.745714143,2.155855101,3.312324808,1.148198463,19.05714068,31.34628727,43.96808544,3.386062425,4.083617687,5.664436848,1.899201952,0.923520956,0.939312201,0.944028302
'03-Jul-2022 23:50:00',1.731237682,2.126510378,3.265584951,1.13892775,17.46506138,29.45428734,40.67896819,3.21504452,3.543824629,5.938853712,1.922512534,0.917775041,0.936565055,0.940498223
'04-Jul-2022 00:00:00',1.754893417,2.152595043,3.269003947,1.115865723,17.84914532,28.1774578,39.45656725,2.906183727,3.461915833,4.78185116,1.801196158,0.918154249,0.933008086,0.93843217
