'AbsTime',Acetonitrile',Acetaldehyde',Acetone',DMS',Isoprene',MVK+MACR',MEK',Hydroxyacetone',Benzene',Toluene',Styrene',m-xylene',C3-benzene',C4-benzene',Monoterpene',Latitude',Longitude','Flag'
7/3/2022 11:35,0.141,1.075,0.965,NaN,0.483,NaN,NaN,0.157,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
7/3/2022 11:40,0.128,0.971,0.917,NaN,0.487,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
7/3/2022 11:45,0.122,1.135,0.952,NaN,0.582,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
7/3/2022 11:50,0.138,1.239,0.998,NaN,0.529,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
7/3/2022 11:55,0.121,1.156,0.893,NaN,0.485,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
7/3/2022 12:00,0.122,1.104,0.907,NaN,0.501,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
7/3/2022 12:05,0.122,1.101,0.908,NaN,0.523,NaN,NaN,0.185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
7/3/2022 12:10,0.124,1.007,0.952,NaN,0.558,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
7/3/2022 12:15,0.116,0.793,0.835,NaN,0.518,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
7/3/2022 12:20,NaN,0.681,0.687,NaN,0.413,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
7/3/2022 12:25,NaN,0.795,0.793,NaN,0.468,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
7/3/2022 12:30,0.101,1.006,0.88,NaN,0.478,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
7/3/2022 12:35,0.102,0.932,0.864,NaN,0.324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
7/3/2022 12:40,NaN,0.797,0.786,NaN,0.312,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
7/3/2022 12:45,4.911,7.603,6.424,7.484,7.702,11.992,6.063,NaN,7.119,5.841,11.721,11.593,4.109,2.388,7.489,NaN,NaN,1
7/3/2022 12:50,0.349,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
7/3/2022 12:55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
7/3/2022 13:00,NaN,0.614,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
7/3/2022 13:05,NaN,2.166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
7/3/2022 13:10,0.107,1.271,0.902,NaN,0.546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
7/3/2022 13:15,0.125,1.049,0.982,NaN,0.207,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
7/3/2022 13:20,NaN,0.394,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
7/3/2022 13:25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
7/3/2022 13:30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
7/3/2022 13:35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
7/3/2022 13:40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
7/3/2022 13:45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
7/3/2022 13:50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
7/3/2022 13:55,NaN,1.174,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
7/3/2022 14:00,NaN,1.764,0.697,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
7/3/2022 14:05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
7/3/2022 14:10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 14:15,NaN,NaN,NaN,NaN,NaN,NaN,6.604,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 14:20,NaN,NaN,NaN,NaN,NaN,NaN,6.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 14:25,NaN,NaN,NaN,NaN,NaN,NaN,7.063,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 14:30,NaN,NaN,NaN,NaN,NaN,NaN,7.103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 14:35,NaN,NaN,NaN,NaN,NaN,NaN,7.206,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 14:40,NaN,NaN,NaN,NaN,NaN,NaN,8.078,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 14:45,NaN,NaN,NaN,NaN,NaN,NaN,8.858,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 14:50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 14:55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 15:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 15:05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 15:10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 15:15,NaN,NaN,NaN,NaN,NaN,NaN,8.845,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 15:20,NaN,0.552,NaN,NaN,NaN,NaN,9.059,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 15:25,NaN,0.398,NaN,NaN,NaN,NaN,8.564,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 15:30,NaN,NaN,NaN,NaN,NaN,NaN,8.596,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 15:35,NaN,NaN,NaN,NaN,NaN,NaN,8.413,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 15:40,NaN,NaN,NaN,NaN,NaN,NaN,8.085,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 15:45,NaN,NaN,NaN,NaN,NaN,NaN,7.967,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 15:50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 15:55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 16:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 16:05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 16:10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 16:15,NaN,NaN,NaN,NaN,NaN,NaN,8.094,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 16:20,NaN,NaN,NaN,NaN,NaN,NaN,8.098,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 16:25,NaN,NaN,NaN,NaN,NaN,NaN,7.929,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 16:30,NaN,NaN,NaN,NaN,NaN,NaN,7.893,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 16:35,NaN,NaN,NaN,NaN,NaN,NaN,7.839,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 16:40,NaN,NaN,NaN,NaN,NaN,NaN,8.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 16:45,NaN,NaN,NaN,NaN,NaN,NaN,8.441,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 16:50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 16:55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 17:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 17:05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 17:10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 17:15,NaN,NaN,NaN,0.084,NaN,NaN,9.293,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 17:20,NaN,NaN,NaN,NaN,NaN,NaN,8.623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 17:25,NaN,NaN,NaN,NaN,NaN,NaN,8.181,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 17:30,NaN,NaN,NaN,NaN,NaN,NaN,8.094,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 17:35,NaN,NaN,NaN,NaN,NaN,NaN,7.975,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 17:40,NaN,NaN,NaN,NaN,NaN,NaN,7.903,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 17:45,NaN,NaN,NaN,NaN,NaN,NaN,7.963,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 17:50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 17:55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 18:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 18:05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 18:10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 18:15,0.153,NaN,1.34,NaN,1.029,0.299,0.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 18:20,0.166,1.919,1.613,NaN,1.087,0.486,1.033,0.149,NaN,NaN,NaN,NaN,NaN,NaN,0.207,29.90172,-95.32496,1
7/3/2022 18:25,0.166,1.964,1.776,NaN,1.025,0.639,1.055,0.217,NaN,NaN,NaN,NaN,NaN,NaN,0.204,29.90172,-95.32496,1
7/3/2022 18:30,0.175,1.988,1.674,NaN,0.976,0.651,1.016,0.248,NaN,NaN,NaN,NaN,NaN,NaN,0.207,29.90172,-95.32496,1
7/3/2022 18:35,0.173,1.917,1.606,NaN,0.907,0.606,0.908,0.275,NaN,0.117,NaN,NaN,NaN,NaN,0.234,29.90172,-95.32496,1
7/3/2022 18:40,0.186,2.056,2.38,0.137,1.055,0.749,1.412,0.679,NaN,0.233,NaN,NaN,NaN,NaN,0.417,29.90172,-95.32496,1
7/3/2022 18:45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 18:50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 18:55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 19:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 19:05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 19:10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 19:15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 19:20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 19:25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 19:30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 19:35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 19:40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 19:45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 19:50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 19:55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 20:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 20:05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 20:10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 20:15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 20:20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 20:25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 20:30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 20:35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 20:40,0.201,2.008,2.113,NaN,0.189,0.17,0.441,0.408,NaN,0.204,NaN,0.448,NaN,NaN,0.207,29.90172,-95.32496,1
7/3/2022 20:45,0.178,1.981,2.216,NaN,0.313,0.179,0.446,0.325,NaN,0.152,NaN,NaN,NaN,NaN,0.254,29.90172,-95.32496,1
7/3/2022 20:50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 20:55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 21:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 21:05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 21:10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 21:15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 21:20,NaN,NaN,2.596,0.287,0.446,NaN,0.975,0.612,0.219,0.307,NaN,NaN,NaN,NaN,0.682,29.90172,-95.32496,1
7/3/2022 21:25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 21:30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 21:35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 21:40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 21:45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 21:50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 21:55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 22:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 22:05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 22:10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 22:15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 22:20,0.18,1.775,0.996,NaN,NaN,NaN,NaN,0.182,NaN,0.142,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 22:25,0.155,1.857,1.168,NaN,NaN,NaN,0.238,0.253,NaN,0.156,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 22:30,0.162,2.095,1.188,NaN,0.166,NaN,0.287,0.324,NaN,0.138,NaN,NaN,NaN,NaN,0.235,29.90172,-95.32496,1
7/3/2022 22:35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 22:40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 22:45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 22:50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 22:55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 23:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 23:05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 23:10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 23:15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 23:20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 23:25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 23:30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 23:35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 23:40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 23:45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 23:50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/3/2022 23:55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.90172,-95.32496,1
7/4/2022 0:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.9016,-95.3243,1
